"","STATEFP10","COUNTYFP10","TRACTCE10","GEOID10","NAME10","NAMELSAD10","MTFCC10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10"
"524","36","047","009200","36047009200","92","Census Tract 92","G5020","S",113217,0,"+40.6453168","-073.9993384"
"525","36","047","009400","36047009400","94","Census Tract 94","G5020","S",151026,0,"+40.6433565","-074.0013789"
"526","36","047","009600","36047009600","96","Census Tract 96","G5020","S",150752,0,"+40.6460153","-074.0057847"
"527","36","047","009800","36047009800","98","Census Tract 98","G5020","S",151006,0,"+40.6437764","-074.0081153"
"528","36","047","010000","36047010000","100","Census Tract 100","G5020","S",150970,0,"+40.6415355","-074.0104457"
"529","36","047","010100","36047010100","101","Census Tract 101","G5020","S",309532,0,"+40.6583838","-073.9997781"
"530","36","047","010200","36047010200","102","Census Tract 102","G5020","S",152450,0,"+40.6392844","-074.0127872"
"531","36","047","010400","36047010400","104","Census Tract 104","G5020","S",152312,0,"+40.6366240","-074.0083814"
"532","36","047","010600","36047010600","106","Census Tract 106","G5020","S",150932,0,"+40.6388746","-074.0060400"
"533","36","047","010800","36047010800","108","Census Tract 108","G5020","S",150979,0,"+40.6411160","-074.0037106"
"534","36","047","011000","36047011000","110","Census Tract 110","G5020","S",158059,0,"+40.6445789","-073.9927738"
"535","36","047","011200","36047011200","112","Census Tract 112","G5020","S",171313,0,"+40.6422528","-073.9956749"
"536","36","047","011400","36047011400","114","Census Tract 114","G5020","S",167792,0,"+40.6394233","-073.9992118"
"537","36","047","011600","36047011600","116","Census Tract 116","G5020","S",160266,0,"+40.6358731","-074.0036488"
"538","36","047","011700","36047011700","117","Census Tract 117","G5020","S",202566,0,"+40.6685527","-073.9933231"
"539","36","047","011800","36047011800","118","Census Tract 118","G5020","S",219234,0,"+40.6351044","-074.0114899"
"540","36","047","012000","36047012000","120","Census Tract 120","G5020","S",192970,0,"+40.6327787","-074.0117219"
"541","36","047","012100","36047012100","121","Census Tract 121","G5020","S",148056,0,"+40.6714790","-073.9910490"
"542","36","047","012200","36047012200","122","Census Tract 122","G5020","S",191347,0,"+40.6380784","-074.0176257"
"543","36","047","012700","36047012700","127","Census Tract 127","G5020","S",163391,0,"+40.6817476","-073.9828507"
"544","36","047","012801","36047012801","128.01","Census Tract 128.01","G5020","S",114978,0,"+40.6308009","-074.0133028"
"545","36","047","012901","36047012901","129.01","Census Tract 129.01","G5020","S",136889,0,"+40.6817265","-073.9785276"
"546","36","047","012902","36047012902","129.02","Census Tract 129.02","G5020","S",127063,0,"+40.6807693","-073.9760267"
"547","36","047","013000","36047013000","130","Census Tract 130","G5020","S",176429,0,"+40.6325873","-074.0213843"
"548","36","047","013100","36047013100","131","Census Tract 131","G5020","S",156385,0,"+40.6777175","-073.9796019"
"549","36","047","050300","36047050300","503","Census Tract 503","G5020","S",125308,0,"+40.7122018","-073.9474623"
"550","36","047","050400","36047050400","504","Census Tract 504","G5020","S",232493,0,"+40.6487119","-073.9735497"
"551","36","047","050500","36047050500","505","Census Tract 505","G5020","S",169412,0,"+40.7080520","-073.9449451"
"552","36","047","050600","36047050600","506","Census Tract 506","G5020","S",164685,0,"+40.6489784","-073.9668581"
"553","36","047","050700","36047050700","507","Census Tract 507","G5020","S",174635,0,"+40.7014080","-073.9470118"
"554","36","047","050900","36047050900","509","Census Tract 509","G5020","S",141790,0,"+40.7032772","-073.9505645"
"555","36","047","051100","36047051100","511","Census Tract 511","G5020","S",159004,0,"+40.7075596","-073.9485791"
"556","36","047","051200","36047051200","512","Census Tract 512","G5020","S",139882,0,"+40.6465525","-073.9633611"
"557","36","047","051300","36047051300","513","Census Tract 513","G5020","S",259327,0,"+40.7117883","-073.9521808"
"558","36","047","051400","36047051400","514","Census Tract 514","G5020","S",181082,0,"+40.6427917","-073.9614284"
"559","36","047","051500","36047051500","515","Census Tract 515","G5020","S",186641,0,"+40.7191334","-073.9505274"
"560","36","047","051700","36047051700","517","Census Tract 517","G5020","S",187367,0,"+40.7206502","-073.9545002"
"561","36","047","051800","36047051800","518","Census Tract 518","G5020","S",201332,0,"+40.6379909","-073.9607951"
"562","36","047","051900","36047051900","519","Census Tract 519","G5020","S",273632,0,"+40.7157200","-073.9551691"
"563","36","047","052000","36047052000","520","Census Tract 520","G5020","S",190572,0,"+40.6374454","-073.9641875"
"564","36","047","052300","36047052300","523","Census Tract 523","G5020","S",142095,0,"+40.7116894","-073.9588115"
"565","36","047","052500","36047052500","525","Census Tract 525","G5020","S",125394,0,"+40.7088970","-073.9599897"
"566","36","047","052600","36047052600","526","Census Tract 526","G5020","S",169330,0,"+40.6364701","-073.9666777"
"567","36","047","052700","36047052700","527","Census Tract 527","G5020","S",190608,0,"+40.7084053","-073.9537053"
"568","36","047","052800","36047052800","528","Census Tract 528","G5020","S",175596,0,"+40.6308472","-073.9626086"
"569","36","047","052900","36047052900","529","Census Tract 529","G5020","S",174892,0,"+40.7058714","-073.9545060"
"570","36","047","053000","36047053000","530","Census Tract 530","G5020","S",173246,0,"+40.6273634","-073.9637344"
"571","36","047","053100","36047053100","531","Census Tract 531","G5020","S",161566,0,"+40.7007299","-073.9541749"
"572","36","047","053200","36047053200","532","Census Tract 532","G5020","S",174306,0,"+40.6262195","-073.9602546"
"573","36","047","053300","36047053300","533","Census Tract 533","G5020","S",193797,0,"+40.7037756","-073.9573649"
"574","36","047","044400","36047044400","444","Census Tract 444","G5020","S",174542,0,"+40.6157674","-073.9693220"
"575","36","047","044500","36047044500","445","Census Tract 445","G5020","S",166139,0,"+40.7049927","-073.9197067"
"576","36","047","044600","36047044600","446","Census Tract 446","G5020","S",141398,0,"+40.6152294","-073.9760576"
"577","36","047","044700","36047044700","447","Census Tract 447","G5020","S",159120,0,"+40.7066641","-073.9226498"
"578","36","047","044800","36047044800","448","Census Tract 448","G5020","S",218870,0,"+40.6180934","-073.9732468"
"579","36","047","045000","36047045000","450","Census Tract 450","G5020","S",226393,0,"+40.6216296","-073.9728811"
"580","36","047","045200","36047045200","452","Census Tract 452","G5020","S",186317,0,"+40.6201743","-073.9681621"
"581","36","047","045300","36047045300","453","Census Tract 453","G5020","S",319760,0,"+40.7065882","-073.9289498"
"582","36","047","045400","36047045400","454","Census Tract 454","G5020","S",132316,0,"+40.6186826","-073.9650024"
"583","36","047","045600","36047045600","456","Census Tract 456","G5020","S",153654,0,"+40.6261630","-073.9666205"
"584","36","047","045800","36047045800","458","Census Tract 458","G5020","S",179384,0,"+40.6257018","-073.9690061"
"585","36","047","046201","36047046201","462.01","Census Tract 462.01","G5020","S",128313,0,"+40.6276229","-073.9735164"
"586","36","047","046202","36047046202","462.02","Census Tract 462.02","G5020","S",177112,0,"+40.6245015","-073.9742801"
"587","36","047","046400","36047046400","464","Census Tract 464","G5020","S",169085,0,"+40.6245752","-073.9783945"
"588","36","047","046800","36047046800","468","Census Tract 468","G5020","S",286569,0,"+40.6214938","-073.9807596"
"589","36","047","047000","36047047000","470","Census Tract 470","G5020","S",181813,0,"+40.6255890","-073.9867507"
"590","36","047","047200","36047047200","472","Census Tract 472","G5020","S",172804,0,"+40.6270361","-073.9841274"
"591","36","047","047400","36047047400","474","Census Tract 474","G5020","S",175872,0,"+40.6286836","-073.9823658"
"592","36","047","047600","36047047600","476","Census Tract 476","G5020","S",207177,0,"+40.6305694","-073.9805808"
"593","36","047","047700","36047047700","477","Census Tract 477","G5020","S",219292,0,"+40.7182382","-073.9421434"
"594","36","047","047800","36047047800","478","Census Tract 478","G5020","S",221220,0,"+40.6333984","-073.9788744"
"595","36","047","048000","36047048000","480","Census Tract 480","G5020","S",154087,0,"+40.6302924","-073.9744758"
"596","36","047","048100","36047048100","481","Census Tract 481","G5020","S",151301,0,"+40.7138604","-073.9384989"
"597","36","047","048200","36047048200","482","Census Tract 482","G5020","S",195749,0,"+40.6332232","-073.9695207"
"598","36","047","048400","36047048400","484","Census Tract 484","G5020","S",209196,0,"+40.6342861","-073.9736271"
"599","36","047","013200","36047013200","132","Census Tract 132","G5020","S",154704,0,"+40.6279937","-074.0156512"
"600","36","047","013300","36047013300","133","Census Tract 133","G5020","S",148501,0,"+40.6751825","-073.9813092"
"601","36","047","013400","36047013400","134","Census Tract 134","G5020","S",268235,0,"+40.6295241","-074.0202705"
"602","36","047","013500","36047013500","135","Census Tract 135","G5020","S",151867,0,"+40.6728110","-073.9833133"
"603","36","047","013600","36047013600","136","Census Tract 136","G5020","S",215895,0,"+40.6268831","-074.0225642"
"604","36","047","013700","36047013700","137","Census Tract 137","G5020","S",152453,0,"+40.6703973","-073.9853274"
"605","36","047","013800","36047013800","138","Census Tract 138","G5020","S",162579,0,"+40.6243111","-074.0255174"
"606","36","047","013900","36047013900","139","Census Tract 139","G5020","S",151331,0,"+40.6679862","-073.9873365"
"607","36","047","014000","36047014000","140","Census Tract 140","G5020","S",146456,0,"+40.6207738","-074.0196672"
"608","36","047","014100","36047014100","141","Census Tract 141","G5020","S",165483,0,"+40.6654413","-073.9893778"
"609","36","047","014200","36047014200","142","Census Tract 142","G5020","S",201499,0,"+40.6224953","-074.0224830"
"610","36","047","014300","36047014300","143","Census Tract 143","G5020","S",217158,0,"+40.6636240","-073.9926592"
"611","36","047","014500","36047014500","145","Census Tract 145","G5020","S",218505,0,"+40.6613838","-073.9949908"
"612","36","047","014700","36047014700","147","Census Tract 147","G5020","S",108084,0,"+40.6598876","-073.9896397"
"613","36","047","014800","36047014800","148","Census Tract 148","G5020","S",133459,0,"+40.6167077","-074.0129610"
"614","36","047","014900","36047014900","149","Census Tract 149","G5020","S",247180,0,"+40.6624407","-073.9851561"
"615","36","047","015000","36047015000","150","Census Tract 150","G5020","S",133505,0,"+40.6153783","-074.0107586"
"616","36","047","015100","36047015100","151","Census Tract 151","G5020","S",149311,0,"+40.6656890","-073.9825855"
"617","36","047","015300","36047015300","153","Census Tract 153","G5020","S",150477,0,"+40.6681002","-073.9805759"
"618","36","047","015400","36047015400","154","Census Tract 154","G5020","S",920671,0,"+40.6111832","-074.0189070"
"619","36","047","015500","36047015500","155","Census Tract 155","G5020","S",149645,0,"+40.6705136","-073.9785613"
"620","36","047","015700","36047015700","157","Census Tract 157","G5020","S",167428,0,"+40.6730524","-073.9764165"
"621","36","047","015900","36047015900","159","Census Tract 159","G5020","S",250844,0,"+40.6751927","-073.9730700"
"622","36","047","016000","36047016000","160","Census Tract 160","G5020","S",258790,0,"+40.6189793","-074.0268696"
"623","36","047","016100","36047016100","161","Census Tract 161","G5020","S",182398,0,"+40.6798885","-073.9731895"
"624","36","047","016200","36047016200","162","Census Tract 162","G5020","S",241566,0,"+40.6132207","-074.0313280"
"625","36","047","027800","36047027800","278","Census Tract 278","G5020","S",160472,0,"+40.6068585","-074.0012211"
"626","36","047","027900","36047027900","279","Census Tract 279","G5020","S",161924,0,"+40.6897594","-073.9393446"
"627","36","047","028000","36047028000","280","Census Tract 280","G5020","S",145981,49260,"+40.6011057","-074.0073298"
"628","36","047","028100","36047028100","281","Census Tract 281","G5020","S",161938,0,"+40.6926888","-073.9399286"
"629","36","047","082000","36047082000","820","Census Tract 820","G5020","S",148600,0,"+40.6534530","-073.9513097"
"630","36","047","082200","36047082200","822","Census Tract 822","G5020","S",169861,0,"+40.6532888","-073.9544282"
"631","36","047","082400","36047082400","824","Census Tract 824","G5020","S",214344,0,"+40.6488473","-073.9493580"
"632","36","047","082600","36047082600","826","Census Tract 826","G5020","S",199091,0,"+40.6450647","-073.9489732"
"633","36","047","082800","36047082800","828","Census Tract 828","G5020","S",156676,0,"+40.6409911","-073.9496047"
"634","36","047","083000","36047083000","830","Census Tract 830","G5020","S",201785,0,"+40.6408870","-073.9455028"
"635","36","047","083200","36047083200","832","Census Tract 832","G5020","S",145549,0,"+40.6415240","-073.9416243"
"636","36","047","083400","36047083400","834","Census Tract 834","G5020","S",125994,0,"+40.6415499","-073.9384751"
"637","36","047","083600","36047083600","836","Census Tract 836","G5020","S",208197,0,"+40.6371028","-073.9351273"
"638","36","047","083800","36047083800","838","Census Tract 838","G5020","S",166942,0,"+40.6417561","-073.9351350"
"639","36","047","084000","36047084000","840","Census Tract 840","G5020","S",170057,0,"+40.6419943","-073.9312920"
"640","36","047","084600","36047084600","846","Census Tract 846","G5020","S",166530,0,"+40.6422850","-073.9274549"
"641","36","047","084800","36047084800","848","Census Tract 848","G5020","S",137502,0,"+40.6464270","-073.9278611"
"642","36","047","085000","36047085000","850","Census Tract 850","G5020","S",144613,0,"+40.6457434","-073.9323160"
"643","36","047","085200","36047085200","852","Census Tract 852","G5020","S",402008,0,"+40.6470029","-073.9382411"
"644","36","047","085400","36047085400","854","Census Tract 854","G5020","S",128750,0,"+40.6443465","-073.9438760"
"645","36","047","085600","36047085600","856","Census Tract 856","G5020","S",158646,0,"+40.6486244","-073.9448276"
"646","36","047","085800","36047085800","858","Census Tract 858","G5020","S",133472,0,"+40.6502075","-073.9390272"
"647","36","047","086000","36047086000","860","Census Tract 860","G5020","S",174109,0,"+40.6499956","-073.9329233"
"648","36","047","086200","36047086200","862","Census Tract 862","G5020","S",140147,0,"+40.6502164","-073.9282257"
"649","36","047","086400","36047086400","864","Census Tract 864","G5020","S",152300,0,"+40.6543372","-073.9238222"
"650","36","047","086600","36047086600","866","Census Tract 866","G5020","S",156523,0,"+40.6563750","-073.9267616"
"651","36","047","086800","36047086800","868","Census Tract 868","G5020","S",174580,0,"+40.6543124","-073.9297309"
"652","36","047","118201","36047118201","1182.01","Census Tract 1182.01","G5020","S",126387,0,"+40.6879085","-073.8718976"
"653","36","047","118202","36047118202","1182.02","Census Tract 1182.02","G5020","S",124325,0,"+40.6886646","-073.8690021"
"654","36","047","118400","36047118400","1184","Census Tract 1184","G5020","S",204944,0,"+40.6843041","-073.8694100"
"655","36","047","118600","36047118600","1186","Census Tract 1186","G5020","S",131527,0,"+40.6814659","-073.8677811"
"656","36","047","118800","36047118800","1188","Census Tract 1188","G5020","S",174374,0,"+40.6790412","-073.8659139"
"657","36","047","119200","36047119200","1192","Census Tract 1192","G5020","S",225854,0,"+40.6771157","-073.8781552"
"658","36","047","119400","36047119400","1194","Census Tract 1194","G5020","S",182839,0,"+40.6725527","-073.8770602"
"659","36","047","119600","36047119600","1196","Census Tract 1196","G5020","S",306528,0,"+40.6758980","-073.8731663"
"660","36","047","120000","36047120000","1200","Census Tract 1200","G5020","S",150529,0,"+40.6748774","-073.8672723"
"661","36","047","120800","36047120800","1208","Census Tract 1208","G5020","S",483314,0,"+40.6713064","-073.8651605"
"662","36","047","121000","36047121000","1210","Census Tract 1210","G5020","S",160699,0,"+40.6700551","-073.8722312"
"663","36","047","121400","36047121400","1214","Census Tract 1214","G5020","S",170194,0,"+40.6674646","-073.8651719"
"664","36","047","122000","36047122000","1220","Census Tract 1220","G5020","S",1096120,0,"+40.6637054","-073.8627976"
"665","36","047","054600","36047054600","546","Census Tract 546","G5020","S",180667,0,"+40.6131411","-073.9531239"
"666","36","047","120200","36047120200","1202","Census Tract 1202","G5020","S",153055,0,"+40.6763414","-073.8643639"
"667","36","047","072600","36047072600","726","Census Tract 726","G5020","S",275167,0,"+40.6324139","-073.9338762"
"668","36","047","004600","36047004600","46","Census Tract 46","G5020","S",299874,511787,"+40.6274603","-074.0417324"
"669","36","047","061002","36047061002","610.02","Census Tract 610.02","G5020","S",221585,304248,"+40.5748504","-073.9563566"
"670","36","047","061600","36047061600","616","Census Tract 616","G5020","S",737722,920371,"+40.5766902","-073.9426554"
"671","36","047","067200","36047067200","672","Census Tract 672","G5020","S",174237,0,"+40.6187470","-073.9278042"
"672","36","047","067400","36047067400","674","Census Tract 674","G5020","S",189209,0,"+40.6198305","-073.9302723"
"673","36","047","067600","36047067600","676","Census Tract 676","G5020","S",155374,0,"+40.6249950","-073.9272011"
"674","36","047","067800","36047067800","678","Census Tract 678","G5020","S",166222,0,"+40.6261489","-073.9227790"
"675","36","047","051002","36047051002","510.02","Census Tract 510.02","G5020","S",107068,0,"+40.6487514","-073.9603672"
"676","36","047","051601","36047051601","516.01","Census Tract 516.01","G5020","S",116043,0,"+40.6386247","-073.9567096"
"677","36","047","051602","36047051602","516.02","Census Tract 516.02","G5020","S",91014,0,"+40.6416145","-073.9581438"
"678","36","047","061003","36047061003","610.03","Census Tract 610.03","G5020","S",79591,0,"+40.5814205","-073.9587054"
"679","36","047","061004","36047061004","610.04","Census Tract 610.04","G5020","S",224739,0,"+40.5798725","-073.9557672"
"680","36","047","069601","36047069601","696.01","Census Tract 696.01","G5020","S",456931,47776,"+40.6271699","-073.9153676"
"681","36","047","069602","36047069602","696.02","Census Tract 696.02","G5020","S",688167,172866,"+40.6228458","-073.9088401"
"682","36","047","079601","36047079601","796.01","Census Tract 796.01","G5020","S",110399,0,"+40.6565964","-073.9582723"
"683","36","047","079602","36047079602","796.02","Census Tract 796.02","G5020","S",134994,0,"+40.6527602","-073.9576551"
"684","36","047","079801","36047079801","798.01","Census Tract 798.01","G5020","S",129680,0,"+40.6600109","-073.9587186"
"685","36","047","079802","36047079802","798.02","Census Tract 798.02","G5020","S",106372,0,"+40.6579907","-073.9613712"
"686","36","047","105801","36047105801","1058.01","Census Tract 1058.01","G5020","S",416072,0,"+40.6492620","-073.8806341"
"687","36","047","990100","36047990100","9901","Census Tract 9901","G5020","S",0,17793514,"+40.5649933","-074.0148865"
"688","36","047","016300","36047016300","163","Census Tract 163","G5020","S",184092,0,"+40.6791843","-073.9700051"
"689","36","047","016400","36047016400","164","Census Tract 164","G5020","S",798020,644240,"+40.6067615","-074.0301151"
"690","36","047","016500","36047016500","165","Census Tract 165","G5020","S",186462,0,"+40.6699732","-073.9740433"
"691","36","047","016700","36047016700","167","Census Tract 167","G5020","S",168915,0,"+40.6642969","-073.9787754"
"692","36","047","016800","36047016800","168","Census Tract 168","G5020","S",171510,114579,"+40.6032351","-074.0168695"
"693","36","047","016900","36047016900","169","Census Tract 169","G5020","S",209461,0,"+40.6592927","-073.9812838"
"694","36","047","017000","36047017000","170","Census Tract 170","G5020","S",209047,0,"+40.6101331","-074.0126340"
"695","36","047","017100","36047017100","171","Census Tract 171","G5020","S",208251,0,"+40.6569654","-073.9768592"
"696","36","047","017200","36047017200","172","Census Tract 172","G5020","S",206303,0,"+40.6088823","-074.0103463"
"697","36","047","017400","36047017400","174","Census Tract 174","G5020","S",170483,86463,"+40.6035123","-074.0121070"
"698","36","047","017500","36047017500","175","Census Tract 175","G5020","S",1961397,0,"+40.6521348","-073.9902393"
"699","36","047","017600","36047017600","176","Census Tract 176","G5020","S",142505,74662,"+40.6019273","-074.0088041"
"700","36","047","017700","36047017700","177","Census Tract 177","G5020","S",2268005,269971,"+40.6594272","-073.9695588"
"701","36","047","017800","36047017800","178","Census Tract 178","G5020","S",164020,0,"+40.6069686","-074.0047234"
"702","36","047","017900","36047017900","179","Census Tract 179","G5020","S",158819,0,"+40.6842454","-073.9713339"
"703","36","047","018000","36047018000","180","Census Tract 180","G5020","S",176116,0,"+40.6083001","-074.0071512"
"704","36","047","018100","36047018100","181","Census Tract 181","G5020","S",168843,0,"+40.6877750","-073.9723679"
"705","36","047","018200","36047018200","182","Census Tract 182","G5020","S",165467,0,"+40.6124597","-074.0026813"
"706","36","047","018300","36047018300","183","Census Tract 183","G5020","S",137311,0,"+40.6913760","-073.9714779"
"707","36","047","018400","36047018400","184","Census Tract 184","G5020","S",149131,0,"+40.6137054","-074.0071447"
"708","36","047","018501","36047018501","185.01","Census Tract 185.01","G5020","S",104670,0,"+40.6946997","-073.9741388"
"709","36","047","018600","36047018600","186","Census Tract 186","G5020","S",113058,0,"+40.6156439","-074.0051063"
"710","36","047","018700","36047018700","187","Census Tract 187","G5020","S",80870,0,"+40.6945722","-073.9706210"
"711","36","047","087000","36047087000","870","Census Tract 870","G5020","S",155718,0,"+40.6541803","-073.9334039"
"712","36","047","087200","36047087200","872","Census Tract 872","G5020","S",147204,0,"+40.6536754","-073.9366498"
"713","36","047","087401","36047087401","874.01","Census Tract 874.01","G5020","S",130596,0,"+40.6604744","-073.9384588"
"714","36","047","087600","36047087600","876","Census Tract 876","G5020","S",142213,0,"+40.6606478","-073.9357059"
"715","36","047","087800","36047087800","878","Census Tract 878","G5020","S",151415,0,"+40.6588465","-073.9310338"
"716","36","047","088000","36047088000","880","Census Tract 880","G5020","S",182479,0,"+40.6615193","-073.9310226"
"717","36","047","088200","36047088200","882","Census Tract 882","G5020","S",203180,0,"+40.6604945","-073.9259818"
"718","36","047","088400","36047088400","884","Census Tract 884","G5020","S",167059,0,"+40.6622281","-073.9245506"
"719","36","047","088600","36047088600","886","Census Tract 886","G5020","S",179725,0,"+40.6574880","-073.9206765"
"720","36","047","088800","36047088800","888","Census Tract 888","G5020","S",199703,0,"+40.6539393","-073.9180628"
"721","36","047","089000","36047089000","890","Census Tract 890","G5020","S",248414,0,"+40.6569877","-073.9154892"
"722","36","047","089200","36047089200","892","Census Tract 892","G5020","S",179594,0,"+40.6632809","-073.9219219"
"723","36","047","089400","36047089400","894","Census Tract 894","G5020","S",172215,0,"+40.6615039","-073.9164852"
"724","36","047","089600","36047089600","896","Census Tract 896","G5020","S",149024,0,"+40.6580074","-073.9124095"
"725","36","047","089800","36047089800","898","Census Tract 898","G5020","S",154357,0,"+40.6627861","-073.9137077"
"726","36","047","090000","36047090000","900","Census Tract 900","G5020","S",246799,0,"+40.6662517","-073.9198136"
"727","36","047","090200","36047090200","902","Census Tract 902","G5020","S",190560,0,"+40.6675531","-073.9150074"
"728","36","047","090600","36047090600","906","Census Tract 906","G5020","S",195832,0,"+40.6701302","-073.9088595"
"729","36","047","090800","36047090800","908","Census Tract 908","G5020","S",296443,0,"+40.6713225","-073.9047719"
"730","36","047","091000","36047091000","910","Census Tract 910","G5020","S",212068,0,"+40.6657515","-073.9034065"
"731","36","047","091200","36047091200","912","Census Tract 912","G5020","S",167237,0,"+40.6651290","-073.9076346"
"732","36","047","091600","36047091600","916","Census Tract 916","G5020","S",215640,0,"+40.6591038","-073.9091012"
"733","36","047","091800","36047091800","918","Census Tract 918","G5020","S",209632,0,"+40.6616527","-073.9045855"
"734","36","047","092000","36047092000","920","Census Tract 920","G5020","S",235210,0,"+40.6585694","-073.9030203"
"735","36","047","092200","36047092200","922","Census Tract 922","G5020","S",160628,0,"+40.6552353","-073.9063728"
"736","36","047","092800","36047092800","928","Census Tract 928","G5020","S",157293,0,"+40.6524800","-073.9117734"
"737","36","047","068000","36047068000","680","Census Tract 680","G5020","S",168859,0,"+40.6213764","-073.9251879"
"738","36","047","068200","36047068200","682","Census Tract 682","G5020","S",202229,0,"+40.6166469","-073.9241304"
"739","36","047","068600","36047068600","686","Census Tract 686","G5020","S",148006,0,"+40.6148226","-073.9172817"
"740","36","047","068800","36047068800","688","Census Tract 688","G5020","S",156912,0,"+40.6172158","-073.9191004"
"741","36","047","069000","36047069000","690","Census Tract 690","G5020","S",172913,0,"+40.6199654","-073.9206701"
"742","36","047","069200","36047069200","692","Census Tract 692","G5020","S",182215,0,"+40.6236755","-073.9200888"
"743","36","047","069800","36047069800","698","Census Tract 698","G5020","S",500250,120721,"+40.6111895","-073.9172125"
"744","36","047","070000","36047070000","700","Census Tract 700","G5020","S",201893,0,"+40.6200459","-073.9067408"
"745","36","047","070201","36047070201","702.01","Census Tract 702.01","G5020","S",1074076,177944,"+40.6089645","-073.9081434"
"746","36","047","070202","36047070202","702.02","Census Tract 702.02","G5020","S",5210763,1677452,"+40.5913868","-073.8901359"
"747","36","047","070203","36047070203","702.03","Census Tract 702.03","G5020","S",6267191,15964269,"+40.6091314","-073.8658406"
"748","36","047","070600","36047070600","706","Census Tract 706","G5020","S",1650661,902713,"+40.6125404","-073.8942552"
"749","36","047","072000","36047072000","720","Census Tract 720","G5020","S",158220,0,"+40.6288502","-073.9200468"
"750","36","047","072200","36047072200","722","Census Tract 722","G5020","S",257178,0,"+40.6319999","-073.9243887"
"751","36","047","072400","36047072400","724","Census Tract 724","G5020","S",192192,0,"+40.6341061","-073.9270557"
"752","36","047","072800","36047072800","728","Census Tract 728","G5020","S",212050,0,"+40.6294856","-073.9270042"
"753","36","047","073000","36047073000","730","Census Tract 730","G5020","S",184737,0,"+40.6262017","-073.9298437"
"754","36","047","073200","36047073200","732","Census Tract 732","G5020","S",159999,0,"+40.6279280","-073.9336058"
"755","36","047","073400","36047073400","734","Census Tract 734","G5020","S",151105,0,"+40.6278153","-073.9374778"
"756","36","047","073600","36047073600","736","Census Tract 736","G5020","S",178333,0,"+40.6240389","-073.9357949"
"757","36","047","073800","36047073800","738","Census Tract 738","G5020","S",180572,0,"+40.6224096","-073.9390772"
"758","36","047","074000","36047074000","740","Census Tract 740","G5020","S",162388,0,"+40.6273942","-073.9412567"
"759","36","047","074200","36047074200","742","Census Tract 742","G5020","S",174327,0,"+40.6269944","-073.9449753"
"760","36","047","074400","36047074400","744","Census Tract 744","G5020","S",171049,0,"+40.6223172","-073.9431063"
